feature,dtype,missing_pct,is_constant,is_near_constant,is_leakage,target_corr,redundant_with,decision,reason
PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN,float64,74.66,False,False,False,0.0647,PREV_CC_AMT_BALANCE_MAX_MEAN (corr=0.984); PREV_CC_AMT_BALANCE_MAX_MAX (corr=0.984),keep,"missing=74.7%; target_corr=0.065; redundant_with=[PREV_CC_AMT_BALANCE_MAX_MEAN (corr=0.984); PREV_CC_AMT_BALANCE_MAX_MAX (corr=0.984)] (kept, monitor for linear models)"
PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX,float64,74.66,False,False,False,0.0739,PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=0.979); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=0.979),keep,"missing=74.7%; target_corr=0.074; redundant_with=[PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=0.979); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=0.979)] (kept, monitor for linear models)"
PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN,float64,74.66,False,False,False,0.0737,PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=0.979); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=0.979),keep,"missing=74.7%; target_corr=0.074; redundant_with=[PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=0.979); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=0.979)] (kept, monitor for linear models)"
PREV_CC_AMT_INST_MIN_REGULARITY_MIN_MAX,float64,74.66,False,False,False,0.0034,PREV_CC_AMT_INST_MIN_REGULARITY_MIN_MEAN (corr=1.000),keep,"missing=74.7%; target_corr=0.003; redundant_with=[PREV_CC_AMT_INST_MIN_REGULARITY_MIN_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_AMT_INST_MIN_REGULARITY_MIN_MEAN,float64,74.66,False,False,False,0.0034,,keep,missing=74.7%; target_corr=0.003
PREV_CC_AMT_INST_MIN_REGULARITY_STD_MAX,float64,74.86,False,False,False,0.0687,PREV_CC_AMT_INST_MIN_REGULARITY_STD_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.950),keep,"missing=74.9%; target_corr=0.069; redundant_with=[PREV_CC_AMT_INST_MIN_REGULARITY_STD_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.950)] (kept, monitor for linear models)"
PREV_CC_AMT_INST_MIN_REGULARITY_STD_MEAN,float64,74.86,False,False,False,0.0686,PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.950); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.950),keep,"missing=74.9%; target_corr=0.069; redundant_with=[PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.950); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.950)] (kept, monitor for linear models)"
PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX,float64,74.66,False,False,False,0.0125,PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.999); PREV_CC_AMT_BALANCE_SUM_MAX (corr=0.977); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=0.977),keep,"missing=74.7%; target_corr=0.012; redundant_with=[PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.999); PREV_CC_AMT_BALANCE_SUM_MAX (corr=0.977); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=0.977)] (kept, monitor for linear models)"
PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN,float64,74.66,False,False,False,0.0125,PREV_CC_AMT_BALANCE_SUM_MEAN (corr=0.977); PREV_CC_AMT_BALANCE_SUM_MAX (corr=0.977),keep,"missing=74.7%; target_corr=0.012; redundant_with=[PREV_CC_AMT_BALANCE_SUM_MEAN (corr=0.977); PREV_CC_AMT_BALANCE_SUM_MAX (corr=0.977)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_CURRENT_MAX_MAX,float64,82.82,False,False,False,-0.008,PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN (corr=1.000),keep,"missing=82.8%; target_corr=-0.008; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN,float64,82.82,False,False,False,-0.008,,keep,missing=82.8%; target_corr=-0.008
PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MAX,float64,82.82,False,False,False,-0.0055,PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MEAN (corr=1.000),keep,"missing=82.8%; target_corr=-0.006; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MEAN,float64,82.82,False,False,False,-0.0053,,keep,missing=82.8%; target_corr=-0.005
PREV_CC_AMT_PAYMENT_CURRENT_MIN_MAX,float64,82.82,False,False,False,0.0108,PREV_CC_AMT_PAYMENT_CURRENT_MIN_MEAN (corr=1.000),keep,"missing=82.8%; target_corr=0.011; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_MIN_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_CURRENT_MIN_MEAN,float64,82.82,False,False,False,0.0108,,keep,missing=82.8%; target_corr=0.011
PREV_CC_AMT_PAYMENT_CURRENT_STD_MAX,float64,82.96,False,False,False,0.0027,PREV_CC_AMT_PAYMENT_CURRENT_STD_MEAN (corr=1.000),keep,"missing=83.0%; target_corr=0.003; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_STD_MEAN (corr=1.000)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_CURRENT_STD_MEAN,float64,82.96,False,False,False,0.0029,,keep,missing=83.0%; target_corr=0.003
PREV_CC_AMT_PAYMENT_CURRENT_SUM_MAX,float64,74.66,False,False,False,-0.0005,PREV_CC_AMT_PAYMENT_CURRENT_SUM_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=-0.000; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_SUM_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_CURRENT_SUM_MEAN,float64,74.66,False,False,False,-0.0004,,keep,missing=74.7%; target_corr=-0.000
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_MAX,float64,74.66,False,False,False,0.0282,PREV_CC_AMT_PAYMENT_CURRENT_MAX_MAX (corr=0.999); PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_MEAN (corr=0.999); PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=0.028; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_MAX_MAX (corr=0.999); PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_MEAN (corr=0.999); PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MAX_MEAN,float64,74.66,False,False,False,0.0282,PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN (corr=0.999); PREV_CC_AMT_PAYMENT_CURRENT_MAX_MAX (corr=0.998),keep,"missing=74.7%; target_corr=0.028; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_MAX_MEAN (corr=0.999); PREV_CC_AMT_PAYMENT_CURRENT_MAX_MAX (corr=0.998)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN_MAX,float64,74.66,False,False,False,0.0205,PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN_MEAN (corr=0.998); PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MAX (corr=0.967); PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MEAN (corr=0.966),keep,"missing=74.7%; target_corr=0.021; redundant_with=[PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN_MEAN (corr=0.998); PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MAX (corr=0.967); PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MEAN (corr=0.966)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN_MEAN,float64,74.66,False,False,False,0.0208,PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MEAN (corr=0.966); PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MAX (corr=0.965),keep,"missing=74.7%; target_corr=0.021; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MEAN (corr=0.966); PREV_CC_AMT_PAYMENT_CURRENT_MEAN_MAX (corr=0.965)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MIN_MAX,float64,74.66,False,False,False,0.0027,PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MIN_MEAN (corr=0.997),keep,"missing=74.7%; target_corr=0.003; redundant_with=[PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MIN_MEAN (corr=0.997)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_MIN_MEAN,float64,74.66,False,False,False,0.0029,,keep,missing=74.7%; target_corr=0.003
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_STD_MAX,float64,74.86,False,False,False,0.0336,PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_STD_MEAN (corr=0.999); PREV_CC_AMT_PAYMENT_CURRENT_STD_MAX (corr=0.995); PREV_CC_AMT_PAYMENT_CURRENT_STD_MEAN (corr=0.994),keep,"missing=74.9%; target_corr=0.034; redundant_with=[PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_STD_MEAN (corr=0.999); PREV_CC_AMT_PAYMENT_CURRENT_STD_MAX (corr=0.995); PREV_CC_AMT_PAYMENT_CURRENT_STD_MEAN (corr=0.994)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_STD_MEAN,float64,74.86,False,False,False,0.0337,PREV_CC_AMT_PAYMENT_CURRENT_STD_MEAN (corr=0.994); PREV_CC_AMT_PAYMENT_CURRENT_STD_MAX (corr=0.994),keep,"missing=74.9%; target_corr=0.034; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_STD_MEAN (corr=0.994); PREV_CC_AMT_PAYMENT_CURRENT_STD_MAX (corr=0.994)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_SUM_MAX,float64,74.66,False,False,False,-0.0005,PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_SUM_MEAN (corr=0.999); PREV_CC_AMT_PAYMENT_CURRENT_SUM_MAX (corr=0.989); PREV_CC_AMT_PAYMENT_CURRENT_SUM_MEAN (corr=0.989),keep,"missing=74.7%; target_corr=-0.001; redundant_with=[PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_SUM_MEAN (corr=0.999); PREV_CC_AMT_PAYMENT_CURRENT_SUM_MAX (corr=0.989); PREV_CC_AMT_PAYMENT_CURRENT_SUM_MEAN (corr=0.989)] (kept, monitor for linear models)"
PREV_CC_AMT_PAYMENT_TOTAL_CURRENT_SUM_MEAN,float64,74.66,False,False,False,-0.0005,PREV_CC_AMT_PAYMENT_CURRENT_SUM_MEAN (corr=0.989); PREV_CC_AMT_PAYMENT_CURRENT_SUM_MAX (corr=0.989),keep,"missing=74.7%; target_corr=-0.001; redundant_with=[PREV_CC_AMT_PAYMENT_CURRENT_SUM_MEAN (corr=0.989); PREV_CC_AMT_PAYMENT_CURRENT_SUM_MAX (corr=0.989)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX,float64,74.66,False,False,False,0.0668,PREV_CC_AMT_BALANCE_MAX_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.984); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.984),keep,"missing=74.7%; target_corr=0.067; redundant_with=[PREV_CC_AMT_BALANCE_MAX_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.984); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.984)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN,float64,74.66,False,False,False,0.0666,PREV_CC_AMT_BALANCE_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.984); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.984),keep,"missing=74.7%; target_corr=0.067; redundant_with=[PREV_CC_AMT_BALANCE_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.984); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.984)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX,float64,74.66,False,False,False,0.0847,PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.979); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.979),keep,"missing=74.7%; target_corr=0.085; redundant_with=[PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.979); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.979)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN,float64,74.66,False,False,False,0.0845,PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.979); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.979),keep,"missing=74.7%; target_corr=0.085; redundant_with=[PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.979); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.979)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX,float64,74.66,False,False,False,0.061,PREV_CC_AMT_BALANCE_MIN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=0.061; redundant_with=[PREV_CC_AMT_BALANCE_MIN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN,float64,74.66,False,False,False,0.061,PREV_CC_AMT_BALANCE_MIN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999),keep,"missing=74.7%; target_corr=0.061; redundant_with=[PREV_CC_AMT_BALANCE_MIN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX,float64,74.86,False,False,False,0.0582,PREV_CC_AMT_BALANCE_STD_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MEAN (corr=0.999),keep,"missing=74.9%; target_corr=0.058; redundant_with=[PREV_CC_AMT_BALANCE_STD_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN,float64,74.86,False,False,False,0.0581,PREV_CC_AMT_BALANCE_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MAX (corr=0.999),keep,"missing=74.9%; target_corr=0.058; redundant_with=[PREV_CC_AMT_BALANCE_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MAX (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MAX,float64,74.66,False,False,False,0.0249,PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.977); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.976),keep,"missing=74.7%; target_corr=0.025; redundant_with=[PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.977); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.976)] (kept, monitor for linear models)"
PREV_CC_AMT_RECEIVABLE_PRINCIPAL_SUM_MEAN,float64,74.66,False,False,False,0.0249,PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.977); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.976),keep,"missing=74.7%; target_corr=0.025; redundant_with=[PREV_CC_AMT_BALANCE_SUM_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_SUM_MAX (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MEAN (corr=0.977); PREV_CC_AMT_INST_MIN_REGULARITY_SUM_MAX (corr=0.976)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_MAX_MAX,float64,74.66,False,False,False,0.068,PREV_CC_AMT_BALANCE_MAX_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX (corr=1.000); PREV_CC_AMT_RECIVABLE_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.985); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.984),keep,"missing=74.7%; target_corr=0.068; redundant_with=[PREV_CC_AMT_BALANCE_MAX_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX (corr=1.000); PREV_CC_AMT_RECIVABLE_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.985); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.984)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_MAX_MEAN,float64,74.66,False,False,False,0.0679,PREV_CC_AMT_BALANCE_MAX_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.985); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.984),keep,"missing=74.7%; target_corr=0.068; redundant_with=[PREV_CC_AMT_BALANCE_MAX_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MAX_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MAX_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MEAN (corr=0.985); PREV_CC_AMT_INST_MIN_REGULARITY_MAX_MAX (corr=0.984)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_MEAN_MAX,float64,74.66,False,False,False,0.0851,PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECIVABLE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.980); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.979),keep,"missing=74.7%; target_corr=0.085; redundant_with=[PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECIVABLE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.980); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.979)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_MEAN_MEAN,float64,74.66,False,False,False,0.085,PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.980); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.979),keep,"missing=74.7%; target_corr=0.085; redundant_with=[PREV_CC_AMT_BALANCE_MEAN_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MEAN_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MEAN_MAX (corr=0.999); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MEAN (corr=0.980); PREV_CC_AMT_INST_MIN_REGULARITY_MEAN_MAX (corr=0.979)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_MIN_MAX,float64,74.66,False,False,False,0.0613,PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999); PREV_CC_AMT_RECIVABLE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999),keep,"missing=74.7%; target_corr=0.061; redundant_with=[PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999); PREV_CC_AMT_RECIVABLE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_MIN_MEAN,float64,74.66,False,False,False,0.0613,PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999),keep,"missing=74.7%; target_corr=0.061; redundant_with=[PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_MIN_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_MIN_MAX (corr=0.999); PREV_CC_AMT_BALANCE_MIN_MAX (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_STD_MAX,float64,74.86,False,False,False,0.0592,PREV_CC_AMT_BALANCE_STD_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX (corr=1.000); PREV_CC_AMT_RECIVABLE_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=0.999),keep,"missing=74.9%; target_corr=0.059; redundant_with=[PREV_CC_AMT_BALANCE_STD_MAX (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX (corr=1.000); PREV_CC_AMT_RECIVABLE_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MEAN (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=0.999)] (kept, monitor for linear models)"
PREV_CC_AMT_RECIVABLE_STD_MEAN,float64,74.86,False,False,False,0.0592,PREV_CC_AMT_BALANCE_STD_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX (corr=0.999),keep,"missing=74.9%; target_corr=0.059; redundant_with=[PREV_CC_AMT_BALANCE_STD_MEAN (corr=1.000); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MEAN (corr=1.000); PREV_CC_AMT_BALANCE_STD_MAX (corr=0.999); PREV_CC_AMT_RECEIVABLE_PRINCIPAL_STD_MAX (corr=0.999)] (kept, monitor for linear models)"
